Siruta,Localitate,RataMortalitateInfantila
27007,Oras Vascau,0.0
27070,Abram,0.0
27169,Abramut,0.0
27212,Auseu,0.0
27285,Avram Iancu,0.0
27383,Batar,0.0
27436,Biharia,0.0
116046,Chetani,0.0
26653,Santandrei,0.0
26699,Oras Alesd,0.0
26742,Astileu,0.0
26804,Municipiul Beius,0.0
26840,Oras Stei,0.0
26877,Municipiul Marghita,0.0
26920,Oras Nucet,0.0
118691,Panet,0.0
118753,Pasareni,0.0
118824,Pogaceaua,0.0
118931,Rastolita,0.0
119153,Rusii-Munti,0.0
119527,Sanpetru De Campie,0.0
119590,Solovastru,0.0
119625,Stanceni,0.0
117783,Ideciu De Jos,0.0
117827,Oras Iernut,0.0
117925,Livezeni,0.0
117998,Lunca,0.0
118058,Lunca Bradului,0.0
118094,Magherani,0.0
118511,Neaua,0.0
118637,Papiu Ilarian,0.0
116867,Galesti,0.0
116938,Ganesti,0.0
116983,Gheorghe Doja,0.0
117177,Gornesti,0.0
117275,Grebenisu De Campie,0.0
117426,Hodac,0.0
117505,Hodosa,0.0
117667,Iclanzel,0.0
116340,Craiesti,0.0
116395,Cucerdea,0.0
116439,Cuci,0.0
116493,Danes,0.0
116545,Deda,0.0
116590,Eremitu,0.0
116652,Ernei,0.0
116723,Faragau,0.0
121242,Baltatesti,0.0
121297,Bicaz-Chei,0.0
121340,Bicazu Ardelean,0.0
121386,Bira,0.0
121607,Bodesti,0.0
121652,Borca,0.0
121732,Borlesti,0.0
121876,Bozieni,0.0
120824,Savinesti,0.0
3805,Cergau,0.0
120888,Cordun,0.0
120922,Horia,0.0
120968,Oras Bicaz,0.0
3841,Ceru-Bacainti,0.0
121108,Agapia,0.0
121153,Bahna,0.0
120316,Voivodeni,0.0
120343,Zagar,0.0
120370,Zau De Campie,0.0
120478,Chibed,0.0
120487,Corunca,0.0
120496,Sarateni,0.0
120502,Madaras,0.0
3958,Cetatea De Balta,0.0
119661,Suplac,0.0
119723,Suseni,0.0
119750,Saulia,0.0
119803,Sincai,0.0
119858,Taureni,0.0
119974,Valea Larga,0.0
120138,Vatava,0.0
120174,Vetca,0.0
26320,Sarata,0.0
26338,Buciumi,0.0
26353,Odobesti,0.0
26379,Itesti,0.0
4008,Ciuruleasa,0.0
122132,Costisa,0.0
122187,Cracaoani,0.0
122285,Dobreni,0.0
25745,Tatarasti,0.0
25825,Targu Trotus,0.0
25861,Traian,0.0
25932,Ungureni,0.0
26029,Urechesti,0.0
26083,Valea Seaca,0.0
26118,Vultureni,0.0
26289,Zemes,0.0
24999,Rosiori,0.0
25148,Sanduleni,0.0
25228,Saucesti,0.0
25291,Scorteni,0.0
25362,Secuieni,0.0
25521,Stanisesti,0.0
25629,Strugari,0.0
25692,Tamasi,0.0
121938,Brusturi,0.0
122025,Ceahlau,0.0
122061,Candesti,0.0
24427,Plopana,0.0
24524,Podu Turcului,0.0
24631,Poduri,0.0
24711,Racova,0.0
4106,Calnic,0.0
124153,Sagna,0.0
124206,Sabaoani,0.0
124233,Secuieni,0.0
124411,Stefan Cel Mare,0.0
124493,Tarcau,0.0
124616,Tazlau,0.0
124661,Timisesti,0.0
124723,Trifesti,0.0
123479,Piatra Soimului,0.0
123674,Podoleni,0.0
123709,Poienari,0.0
123790,Poiana Teiului,0.0
123914,Raucesti,0.0
123969,Razboieni,0.0
124073,Romani,0.0
124117,Oras Roznov,0.0
122953,Hangu,0.0
123013,Icusesti,0.0
123102,Ion Creanga,0.0
123175,Margineni,0.0
123228,Moldoveni,0.0
123255,Oniceni,0.0
123371,Pastraveni,0.0
123424,Petricani,0.0
122347,Doljesti,0.0
122392,Dragomiresti,0.0
122463,Dulcesti,0.0
122551,Farcasa,0.0
122613,Faurei,0.0
122668,Gheraesti,0.0
122828,Garcina,0.0
122864,Grinties,0.0
125873,Bobicesti,0.0
125962,Brastavatu,0.0
125999,Brebeni,0.0
126022,Brancoveni,0.0
126077,Bucinisu,0.0
126102,Cezieni,0.0
126148,Cilieni,0.0
126166,Carlogani,0.0
125490,Draghiceni,0.0
4188,Craciunelu De Jos,0.0
125588,Garcov,0.0
4240,Daia Romana,0.0
125659,Babiciu,0.0
125677,Baldovinesti,0.0
125757,Barasti,0.0
125846,Barza,0.0
125132,Draganesti,0.0
125141,Pancesti,0.0
125150,Gadinti,0.0
125178,Boghicea,0.0
4268,Dostat,0.0
125374,Slatioara,0.0
125418,Oras Bals,0.0
4302,Farau,0.0
124750,Tupilati,0.0
124803,Tibucani,0.0
5309,Lunca Muresului,0.0
125061,Zanesti,0.0
125098,Dochia,0.0
125105,Ruginoasa,0.0
125114,Ghindaoani,0.0
125123,Valeni,0.0
127625,Morunglav,0.0
127689,Movileni,0.0
127714,Nicolae Titulescu,0.0
127812,Oboga,0.0
127858,Oporelu,0.0
127901,Optasi-Magura,0.0
127938,Orlea,0.0
127983,Osica De Sus,0.0
127224,Grojdibodu,0.0
127251,Ianca,0.0
127288,Iancu Jianu,0.0
127322,Icoana,0.0
127368,Izbiceni,0.0
127411,Leleasca,0.0
127536,Mihaesti,0.0
127563,Milcov,0.0
126718,Dobrosloveni,0.0
126772,Dobroteasa,0.0
126825,Dobrun,0.0
126905,Fagetelu,0.0
127064,Ganeasa,0.0
127126,Giuvarasti,0.0
127144,Gostavatu,0.0
127171,Gradinari,0.0
126326,Corbu,0.0
126380,Coteana,0.0
126406,Crampoia,0.0
126433,Curtisoara,0.0
126503,Cungrea,0.0
126585,Daneasa,0.0
126647,Deveselu,0.0
126674,Dobretu,0.0
129460,Tia Mare,0.0
129567,Traian,0.0
129585,Tufeni,0.0
129629,Urzica,0.0
129718,Vadastra,0.0
129745,Vadastrita,0.0
129816,Verguleasa,0.0
129898,Visina,0.0
129095,Stoenesti,0.0
129111,Stoicanesti,0.0
129139,Strejesti,0.0
129184,Studina,0.0
129246,Serbanesti,0.0
129282,Stefan Cel Mare,0.0
129317,Tatulesti,0.0
129380,Teslui,0.0
128524,Redea,0.0
128588,Rusanesti,0.0
128659,Schitu,0.0
128711,Oras Scornicesti,0.0
128864,Seaca,0.0
128882,Samburesti,0.0
128962,Spineni,0.0
129040,Sprancenata,0.0
128052,Perieti,0.0
128105,Oras Piatra-Olt,0.0
128178,Parscoveni,0.0
128221,Plesoiu,0.0
128301,Poboru,0.0
128374,Oras Potcoava,0.0
128436,Priseaca,0.0
128472,Radomiresti,0.0
24089,Parincea,0.0
24187,Pancesti,0.0
24338,Parjol,0.0
130295,Calui,0.0
130302,Gavanesti,0.0
130311,Ghimpeteni,0.0
130320,Gradinile,0.0
130339,Gura Padinii,0.0
23289,Livezi,0.0
23350,Luizi-Calugara,0.0
23387,Magiresti,0.0
23449,Manastirea Casin,0.0
23644,Negri,0.0
23715,Nicolae Balcescu,0.0
23948,Orbeni,0.0
24034,Parava,0.0
22576,Filipesti,0.0
22718,Ghimes-Faget,0.0
22781,Garleni,0.0
22834,Glavanesti,0.0
22898,Helegiu,0.0
48165,Pardosi,0.0
23047,Huruiesti,0.0
23207,Lipova,0.0
129914,Vitomiresti,0.0
129987,Valcele,0.0
130062,Voineasa,0.0
130124,Vulpeni,0.0
130231,Vulturesti,0.0
22111,Damienesti,0.0
22237,Dealu Morii,0.0
22460,Faraoani,0.0
131835,Gura Vitioarei,0.0
131933,Albesti-Paleologu,0.0
131988,Alunis,0.0
132011,Apostolache,0.0
132075,Aricestii Rahtivani,0.0
132137,Aricestii Zeletin,0.0
132315,Banesti,0.0
132342,Bertea,0.0
131274,Poiana Campina,0.0
179249,Chiajna,0.0
131443,Oras Plopeni,0.0
131461,Dumbravesti,0.0
131540,Oras Sinaia,0.0
131577,Oras Slanic,0.0
178910,Paulesti,0.0
179757,Herasti,0.0
130712,Brazi,0.0
130785,Bucov,0.0
130847,Paulesti,0.0
130892,Targsoru Vechi,0.0
180091,Racsa,0.0
131069,Oras Boldesti-Scaeni,0.0
1071,Ciugud,0.0
131210,Oras Busteni,0.0
130348,Ipotesti,0.0
130357,Osica De Jos,0.0
130366,Sarbii - Magura,0.0
130375,Visina Noua,0.0
130384,Soparlita,0.0
1151,Oras Abrud,0.0
130552,Barcanesti,0.0
130614,Berceni,0.0
133919,Lapos,0.0
134014,Magurele,0.0
134050,Magureni,0.0
134096,Maneciu,0.0
134194,Manesti,0.0
134336,Pacureti,0.0
134390,Plopu,0.0
134443,Podenii Noi,0.0
133429,Gherghita,0.0
133508,Gorgota,0.0
133562,Gornet,0.0
133615,Gornet-Cricov,0.0
133688,Gura Vadului,0.0
133722,Iordacheanu,0.0
133795,Izvoarele,0.0
133866,Jugureni,0.0
132805,Cornu,0.0
132841,Cosminele,0.0
132896,Drajna,0.0
133090,Dumbrava,0.0
133161,Filipestii De Padure,0.0
179953,Ciceu- Mihaiesti,0.0
133278,Fantanele,0.0
133394,Fulga,0.0
132379,Boldesti-Gradistea,0.0
132459,Calugareni,0.0
132486,Carbunesti,0.0
132574,Cerasu,0.0
132645,Chiojdeanca,0.0
132681,Ciorani,0.0
132716,Cocorastii Mislii,0.0
132752,Colceag,0.0
136198,Valcanesti,0.0
136241,Cocorastii Colt,0.0
136250,Olari,0.0
136269,Vadu Sapat,0.0
179962,Galbinasi,0.0
136526,Municipiul Carei,0.0
136553,Capleni,0.0
136599,Oras Negresti-Oas,0.0
135654,Talea,0.0
135681,Tataru,0.0
135725,Teisani,0.0
135850,Tinosu,0.0
135896,Tomsani,0.0
135949,Valea Calugareasca,0.0
136107,Valea Doftanei,0.0
136134,Varbilau,0.0
135164,Scorteni,0.0
135226,Secaria,0.0
135315,Starchiojd,0.0
135404,Surani,0.0
135431,Sirna,0.0
135501,Soimari,0.0
135547,Sotrile,0.0
135618,Stefesti,0.0
134559,Poienarii Burchii,0.0
134648,Posesti,0.0
134755,Predeal-Sarari,0.0
134853,Provita De Jos,0.0
134942,Puchenii Mari,0.0
135020,Rafov,0.0
135128,Salcia,0.0
135146,Salciile,0.0
21454,Barsanesti,0.0
21560,Bogdanesti,0.0
21720,Casin,0.0
21757,Caiuti,0.0
21855,Cleja,0.0
21891,Colonesti,0.0
137103,Barsau,0.0
137130,Bogdand,0.0
179971,Colelia,0.0
20876,Municipiul Moinesti,0.0
20910,Oras Slanic-Moldova,0.0
21098,Ardeoani,0.0
21123,Asau,0.0
21196,Balcani,0.0
21249,Beresti-Bistrita,0.0
21338,Beresti-Tazlau,0.0
20063,Bughea De Sus,0.0
179980,Marculesti,0.0
20313,Hemeius,0.0
20411,Magura,0.0
179999,Moldoveni,0.0
20607,Gura Vaii,0.0
20670,Stefan Cel Mare,0.0
180000,Platonesti,0.0
136642,Oras Tasnad,0.0
136768,Andrid,0.0
136802,Apa,0.0
136848,Oras Ardud,0.0
136919,Batarci,0.0
136964,Beltiug,0.0
137032,Berveni,0.0
137069,Bixad,0.0
139143,Tarsolt,0.0
139170,Turt,0.0
139250,Urziceni,0.0
139287,Valea Vinului,0.0
48138,Padina,0.0
139740,Oras Cehu Silvaniei,0.0
2130,Albac,0.0
179864,Oncesti,0.0
138501,Petresti,0.0
138538,Pir,0.0
138574,Piscolt,0.0
138663,Sanislau,0.0
138734,Santau,0.0
138921,Supur,0.0
139009,Tarna Mare,0.0
139107,Tiream,0.0
137728,Foieni,0.0
137746,Gherta Mica,0.0
137764,Halmeu,0.0
137844,Hodod,0.0
137960,Lazuri,0.0
138164,Micula,0.0
138208,Moftin,0.0
138280,Odoreu,0.0
137185,Botiz,0.0
137229,Calinesti-Oas,0.0
137274,Camarzana,0.0
137363,Cehal,0.0
137443,Craidorolt,0.0
137504,Crucisor,0.0
137611,Doba,0.0
137675,Dorolt,0.0
19249,Tigveni,0.0
19338,Titesti,0.0
19392,Uda,0.0
19560,Ungheni,0.0
19631,Valea Danului,0.0
19695,Valea Iasului,0.0
19999,Vladesti,0.0
20048,Raca,0.0
18475,Rociu,0.0
18527,Rucar,0.0
18554,Salatrucu,0.0
18778,Stalpeni,0.0
18938,Stolnici,0.0
19007,Suseni,0.0
19114,Stefan Cel Mare,0.0
19212,Teiu,0.0
140547,Cizer,0.0
17913,Poienarii De Arges,0.0
17968,Poienarii De Muscel,0.0
18028,Poiana Lacului,0.0
18162,Popesti,0.0
18242,Priboieni,0.0
18331,Ratesti,0.0
18411,Recea,0.0
139937,Agrij,0.0
139982,Almasu,0.0
140084,Babeni,0.0
140208,Banisor,0.0
140244,Benesat,0.0
140280,Bobota,0.0
140324,Bocsa,0.0
140440,Camar,0.0
142774,Surduc,0.0
142854,Samsud,0.0
142881,Sarmasag,0.0
142952,Valcau De Jos,0.0
143021,Varsolt,0.0
143067,Zalha,0.0
143147,Zimbor,0.0
179873,Agris,0.0
142239,Nusfalau,0.0
142284,Pericei,0.0
142337,Plopis,0.0
142373,Poiana Blenchii,0.0
142426,Romanasi,0.0
142499,Rus,0.0
142550,Salatig,0.0
142612,Sag,0.0
141447,Hida,0.0
141535,Horoatu Crasnei,0.0
141580,Ileanda,0.0
141946,Marca,0.0
142006,Maeriste,0.0
142079,Mesesenii De Jos,0.0
142122,Mirsid,0.0
142177,Napradea,0.0
20055,Vulturesti,0.0
140583,Coseiu,0.0
140770,Cristolt,0.0
140958,Dobrin,0.0
141027,Dragu,0.0
141081,Fildu De Jos,0.0
141312,Halmasd,0.0
141376,Hereclean,0.0
144731,Laslea,0.0
144795,Loamnes,0.0
144866,Ludos,0.0
144893,Marpod,0.0
144964,Merghindeal,0.0
144991,Micasasa,0.0
145042,Mihaileni,0.0
145104,Mosna,0.0
144232,Barghis,0.0
144349,Brateiu,0.0
144376,Bradeni,0.0
144410,Bruiu,0.0
144508,Carta,0.0
144599,Gura Raului,0.0
144615,Hoghilag,0.0
144713,Jina,0.0
143851,Oras Ocna Sibiului,0.0
143888,Altina,0.0
143922,Apoldu De Jos,0.0
143959,Arpasu De Jos,0.0
143995,Atel,0.0
144116,Axente Sever,0.0
144152,Bazna,0.0
144198,Biertan,0.0
143487,Cristian,0.0
143502,Poplaca,0.0
143520,Rasinari,0.0
179882,Ciumesti,0.0
143682,Oras Agnita,0.0
179891,Raciu,0.0
143771,Oras Copsa Mica,0.0
143806,Oras Dumbraveni,0.0
179908,Pietrari,0.0
146655,Oras Siret,0.0
146708,Oras Solca,0.0
146744,Municipiul Vatra Dornei,0.0
146799,Adancata,0.0
146860,Arbore,0.0
146931,Oras Milisauti,0.0
146995,Balcauti,0.0
145998,Vurpar,0.0
146012,Alma,0.0
179917,Rau Alb,0.0
146281,Ipotesti,0.0
146370,Oras Salcea,0.0
146432,Scheia,0.0
179935,Persinari,0.0
146584,Oras Gura Humorului,0.0
145603,Slimnic,0.0
145738,Seica Mica,0.0
145765,Sura Mare,0.0
145792,Sura Mica,0.0
145827,Oras Talmaciu,0.0
145907,Tilisca,0.0
145934,Turnu Rosu,0.0
145961,Valea Viilor,0.0
145140,Nocrich,0.0
145202,Orlat,0.0
145220,Pauca,0.0
145275,Poiana Sibiului,0.0
145293,Porumbacu De Jos,0.0
145355,Racovita,0.0
145382,Rau Sadului,0.0
145471,Sadu,0.0
17575,Mozaceni,0.0
17619,Musatesti,0.0
17726,Negrasi,0.0
17771,Nucsoara,0.0
147241,Brodina,0.0
147526,Cacica,0.0
147580,Calafindesti,0.0
147633,Oras Cajvana,0.0
16659,Hartiesti,0.0
16757,Leordeni,0.0
16908,Leresti,0.0
16944,Lunca Corbului,0.0
17209,Micesti,0.0
17334,Mioarele,0.0
17423,Moraresti,0.0
17496,Mosoaia,0.0
16285,Davidesti,0.0
16329,Dambovicioara,0.0
16365,Darmanesti,0.0
16454,Domnesti,0.0
16472,Dragoslavele,0.0
16506,Draganu,0.0
16551,Godeni,0.0
16613,Harsesti,0.0
147036,Bilca,0.0
147054,Bogdanesti,0.0
147072,Boroaia,0.0
147134,Bosanci,0.0
147161,Botosana,0.0
15652,Cocu,0.0
15830,Corbi,0.0
16132,Cuca,0.0
149780,Partestii De Jos,0.0
149851,Poiana Stampei,0.0
149931,Pojorata,0.0
150043,Putna,0.0
150114,Rasca,0.0
150196,Satu Mare,0.0
150221,Siminicea,0.0
150294,Straja,0.0
149183,Izvoarele Sucevei,0.0
149227,Oras Liteni,0.0
149414,Moara,0.0
149502,Moldova-Sulita,0.0
149539,Moldovita,0.0
149584,Musenita,0.0
149655,Ostra,0.0
149682,Panaci,0.0
148453,Fantanele,0.0
148514,Forasti,0.0
148729,Frumosu,0.0
148872,Galanesti,0.0
148916,Gramesti,0.0
148970,Granicesti,0.0
149101,Horodnic De Jos,0.0
149138,Iacobeni,0.0
147660,Ilisesti,0.0
147884,Crucea,0.0
148097,Dolhesti,0.0
148131,Dorna-Arini,0.0
148202,Dorna Candrenilor,0.0
148328,Dragoiesti,0.0
148382,Draguseni,0.0
179944,Runcu Salvei,0.0
15448,Cicanesti,0.0
15493,Ciofrangeni,0.0
15554,Ciomagesti,0.0
150766,Vadu Moldovei,0.0
179766,Isvoarele,0.0
150935,Vama,0.0
150980,Vatra Moldovitei,0.0
151022,Veresti,0.0
14753,Bradulet,0.0
14851,Budeasa,0.0
14922,Bughea De Jos,0.0
14940,Buzoesti,0.0
15064,Caldararu,0.0
179775,Sabareni,0.0
15313,Cepari,0.0
15402,Cetateni,0.0
13999,Aninoasa,0.0
14049,Arefu,0.0
14085,Babana,0.0
14272,Balilesti,0.0
14352,Beleti-Negresti,0.0
14450,Barla,0.0
14673,Boteni,0.0
14726,Botesti,0.0
150418,Sucevita,0.0
150445,Saru Dornei,0.0
179793,Buesti,0.0
179800,Maia,0.0
179819,Ograda,0.0
13757,Oras Topoloveni,0.0
13819,Albestii De Arges,0.0
13891,Albestii De Muscel,0.0
151905,Oras Videle,0.0
151932,Crevenicu,0.0
179828,Rosiori,0.0
152038,Babaita,0.0
152127,Bogdana,0.0
152172,Botoroaga,0.0
152234,Bragadiru,0.0
152252,Branceni,0.0
151585,Poieni-Solca,0.0
151683,Municipiul Turnu Magurele,0.0
151709,Ciuperceni,0.0
151763,Lita,0.0
151790,Municipiul Alexandria,0.0
151816,Nanov,0.0
151834,Poroschia,0.0
179837,Coas,0.0
151497,Cosna,0.0
151503,Capu Campului,0.0
151512,Hantesti,0.0
151530,Balaceana,0.0
151549,Hartop,0.0
179855,Gardani,0.0
151567,Ciprian Porumbescu,0.0
151576,Berchisesti,0.0
151120,Volovat,0.0
151157,Vulturesti,0.0
151246,Zamostea,0.0
151344,Zvoristea,0.0
151442,Iaslovat,0.0
151451,Ciocanesti,0.0
151460,Serbauti,0.0
151488,Fantana Mare,0.0
153437,Necsesti,0.0
153473,Olteni,0.0
153507,Orbeasca,0.0
153543,Peretu,0.0
153589,Pietrosani,0.0
153605,Plosca,0.0
153623,Plopii-Slavitesti,0.0
153696,Poeni,0.0
153106,Izvoarele,0.0
153124,Lisa,0.0
153151,Lunca,0.0
153204,Mavrodin,0.0
153277,Maldaeni,0.0
153339,Marzanesti,0.0
153384,Mosteni,0.0
153400,Nasturelu,0.0
152662,Crangu,0.0
152724,Didesti,0.0
152760,Dobrotesti,0.0
152868,Draganesti De Vede,0.0
152902,Draganesti-Vlasca,0.0
152948,Furculesti,0.0
153026,Galateni,0.0
153062,Gratia,0.0
152270,Bujoreni,0.0
152314,Bujoru,0.0
152350,Calinesti,0.0
152412,Calmatuiu,0.0
152467,Calmatuiu De Sus,0.0
152528,Ciolanesti,0.0
152564,Contesti,0.0
152617,Crangeni,0.0
154932,Vartoape,0.0
154978,Zambreasca,0.0
154996,Nenciulesti,0.0
155083,Beciu,0.0
155092,Beuca,0.0
155109,Dracea,0.0
155118,Fantanele,0.0
155127,Frasinet,0.0
154585,Tatarastii De Jos,0.0
154665,Tatarastii De Sus,0.0
154709,Toporu,0.0
154736,Traian,0.0
154790,Troianul,0.0
154834,Tiganesti,0.0
154852,Vedea,0.0
154914,Viisoara,0.0
154282,Silistea-Gumesti,0.0
154308,Sarbeni,0.0
154344,Slobozia Mandra,0.0
154380,Smardioasa,0.0
154415,Stejaru,0.0
154460,Suhaia,0.0
154497,Storobaneasa,0.0
154521,Talpa,0.0
153829,Putineiu,0.0
153865,Radoiesti,0.0
153909,Rasmiresti,0.0
153936,Salcia,0.0
154068,Scurtu Mare,0.0
154139,Seaca,0.0
154166,Sfintesti,0.0
154228,Silistea,0.0
12938,Zadareni,0.0
4482,Garbova,0.0
13187,Bascov,0.0
13276,Bradu,0.0
179695,Simisna,0.0
13365,Maracineni,0.0
179702,Traian,0.0
179711,Vladeni,0.0
12572,Varadia De Mures,0.0
12643,Vinga,0.0
12689,Varfurile,0.0
12778,Zabrani,0.0
12812,Zarand,0.0
12849,Zerind,0.0
12876,Zimandu Nou,0.0
12920,Frumuseni,0.0
12037,Semlac,0.0
12126,Socodor,0.0
12144,Sagu,0.0
12224,Sepreus,0.0
12288,Silindia,0.0
12340,Simand,0.0
12402,Sistarovat,0.0
12457,Taut,0.0
155136,Purani,0.0
155145,Saelele,0.0
155154,Uda-Clocociov,0.0
179720,Poiana Ilvei,0.0
179739,Malu,0.0
11842,Savarsin,0.0
11940,Secusigiu,0.0
11995,Seleus,0.0
157273,Giera,0.0
157317,Giulvaz,0.0
157362,Jamu Mare,0.0
157424,Jebel,0.0
157451,Lenauheim,0.0
157530,Lovrin,0.0
157585,Margina,0.0
157683,Masloc,0.0
156669,Denta,0.0
156712,Dudestii Vechi,0.0
156927,Fardea,0.0
157004,Foeni,0.0
157031,Gavojdia,0.0
157086,Oras Gataia,0.0
157193,Ghizela,0.0
157246,Giarmata,0.0
156151,Brestovat,0.0
156213,Carpinis,0.0
156259,Cenad,0.0
156311,Cheveresu Mare,0.0
156437,Comlosu Mare,0.0
156534,Criciova,0.0
156589,Curtea,0.0
156623,Darova,0.0
155403,Oras Buzias,0.0
179748,Cosoba,0.0
155591,Banloc,0.0
155724,Beba Veche,0.0
155797,Belint,0.0
155957,Barna,0.0
156035,Bogda,0.0
156106,Boldur,0.0
159213,Varias,0.0
159259,Victor Vlad Delamarina,0.0
159339,Voiteg,0.0
159366,Birda,0.0
159384,Dudestii Noi,0.0
159393,Fibis,0.0
159400,Ghilad,0.0
159419,Gottlob,0.0
158699,Sanmihaiu Roman,0.0
158733,Sanpetru Mare,0.0
158779,Sag,0.0
158804,Stiuca,0.0
158895,Tomesti,0.0
158966,Topolovatu Mare,0.0
159071,Traian Vuia,0.0
159142,Uivar,0.0
158181,Pischia,0.0
158243,Racovita,0.0
158314,Oras Recas,0.0
158396,Remetea Mare,0.0
158449,Sacosu Turcesc,0.0
158528,Satchinez,0.0
158564,Sacalaz,0.0
158653,Sanandrei,0.0
157781,Moravita,0.0
157834,Mosnita Noua,0.0
157898,Nadrag,0.0
157923,Nitchidorf,0.0
157969,Ohaba Lunga,0.0
158010,Ortisoara,0.0
158065,Peciu Nou,0.0
158136,Pietroasa,0.0
160680,Luncavita,0.0
160724,Mahmudia,0.0
160779,Maliuc,0.0
160831,Mihai Bravu,0.0
160877,Mihail Kogalniceanu,0.0
160911,Murighiol,0.0
160993,Nalbant,0.0
10051,Barsa,0.0
160305,Daeni,0.0
160323,Dorobantu,0.0
160387,Frecatei,0.0
160430,Greci,0.0
160458,Grindu,0.0
160476,Hamcearca,0.0
160564,Izvoarele,0.0
160617,Jijila,0.0
159767,Oras Sulina,0.0
159785,Baia,0.0
159883,C.a. Rosetti,0.0
159945,Carcaliu,0.0
159963,Casimcea,0.0
160047,Ceatalchioi,0.0
160127,Cerna,0.0
160261,Crisan,0.0
159428,Iecea Mare,0.0
159446,Padureni,0.0
159473,Tomnatic,0.0
159491,Livezile,0.0
159507,Pesac,0.0
159516,Bucovat,0.0
159525,Otelec,0.0
159730,Oras Macin,0.0
11735,Pilu,0.0
11762,Plescuta,0.0
161133,Pardina,0.0
161151,Peceneaga,0.0
161231,Sfantu Gheorghe,0.0
161259,Slava Cercheza,0.0
161286,Smardan,0.0
161302,Somova,0.0
11307,Ignesti,0.0
11352,Iratosu,0.0
11398,Macea,0.0
11423,Misca,0.0
11478,Moneasa,0.0
11502,Olari,0.0
11637,Peregu Mare,0.0
11664,Petris,0.0
10514,Covasint,0.0
10649,Dezna,0.0
10765,Ususau,0.0
10827,Felnac,0.0
10872,Ghioroc,0.0
10916,Graniceri,0.0
10943,Gurahont,0.0
11236,Hasmas,0.0
10104,Barzava,0.0
10195,Bocsig,0.0
10239,Brazii,0.0
10293,Buteni,0.0
10346,Carand,0.0
10373,Cermei,0.0
10417,Chisindia,0.0
10453,Conop,0.0
163057,Coroiesti,0.0
163137,Costesti,0.0
163253,Danesti,0.0
163324,Deleni,0.0
163379,Delesti,0.0
163618,Dranceni,0.0
163681,Duda-Epureni,0.0
163734,Dumesti,0.0
162381,Bacesti,0.0
162452,Balteni,0.0
162559,Blagesti,0.0
162595,Bogdana,0.0
162693,Bogdanesti,0.0
162791,Bogdanita,0.0
162871,Botesti,0.0
162924,Bunesti-Averesti,0.0
50564,Florica,0.0
161829,Municipiul Husi,0.0
161856,Oras Negresti,0.0
50923,Oras Baile Herculane,0.0
162014,Albesti,0.0
162069,Alexandru Vlahuta,0.0
162149,Arsura,0.0
162327,Bacani,0.0
161348,Stejaru,0.0
161384,Topolog,0.0
161464,Turcoaia,0.0
161482,Valea Nucarilor,0.0
161525,I.c.bratianu,0.0
161543,Vacareni,0.0
161552,Bestepe,0.0
161561,Valea Teilor,0.0
9538,Oras Ineu,0.0
9654,Oras Pancota,0.0
9690,Oras Sebis,0.0
9743,Almas,0.0
9798,Apateu,0.0
9832,Archis,0.0
9887,Bata,0.0
9930,Beliu,0.0
8425,Vidra,0.0
8826,Vintu De Jos,0.0
9019,Cut,0.0
9026,Bucerdea Granoasa,0.0
50987,Ocna De Fier,0.0
9280,Fantanele,0.0
9333,Livada,0.0
9495,Oras Curtici,0.0
164892,Miclesti,0.0
7446,Sohodol,0.0
7767,Stremt,0.0
7945,Spring,0.0
8014,Sugag,0.0
8096,Oras Teius,0.0
8229,Vadu Motilor,0.0
8354,Valea Lunga,0.0
163789,Epureni,0.0
163903,Gagesti,0.0
164062,Garceni,0.0
164277,Dimitrie Cantemir,0.0
164543,Ivesti,0.0
164598,Laza,0.0
164749,Lunca Banului,0.0
164829,Malusteni,0.0
167268,Ciocani,0.0
167302,Muntenii De Sus,0.0
167311,Pochidia,0.0
51056,Oras Moldova Noua,0.0
167641,Oras Baile Govora,0.0
167696,Oras Baile Olanesti,0.0
167794,Oras Brezoi,0.0
167909,Oras Calimanesti,0.0
166707,Viisoara,0.0
166869,Voinesti,0.0
166985,Vulturesti,0.0
167035,Vutcani,0.0
167071,Zapodeni,0.0
167222,Ibanesti,0.0
167231,Fruntiseni,0.0
167259,Pogonesti,0.0
165817,Rosiesti,0.0
165899,Solesti,0.0
165979,Stanilesti,0.0
166137,Suletea,0.0
166182,Tanacu,0.0
166235,Tacuta,0.0
166315,Tatarani,0.0
166636,Valeni,0.0
10006,Birchis,0.0
51118,Oras Oravita,0.0
165130,Osesti,0.0
165336,Poienesti,0.0
165416,Pogana,0.0
165470,Puiesti,0.0
165611,Pungesti,0.0
165719,Rebricea,0.0
170444,Gusoeni,0.0
170514,Ionesti,0.0
170612,Lalosu,0.0
170685,Ladesti,0.0
170792,Lapusata,0.0
170872,Livezi,0.0
170952,Lungesti,0.0
171021,Malaia,0.0
169404,Danicei,0.0
169547,Dragoesti,0.0
169583,Fauresti,0.0
169896,Francesti,0.0
169994,Galicea,0.0
170097,Ghioroiu,0.0
170168,Glavile,0.0
170346,Gradistea,0.0
168675,Berislavesti,0.0
168791,Budesti,0.0
168880,Bujoreni,0.0
168960,Bunesti,0.0
169182,Copaceni,0.0
169253,Costesti,0.0
169306,Creteni,0.0
169351,Daesti,0.0
167981,Municipiul Dragasani,0.0
168041,Oras Horezu,0.0
168130,Oras Ocnele Mari,0.0
